DEMO	DEMO	DE0419020	2019-04-01	22125,39	0	2019-04-06
2566	P018	0818566399	2018-08-01	16.23	0	2018-09-14
2566	P018	0918566399	2018-09-01	30.12	0	2018-10-05
2566	P018	1118566399	2018-11-01	141.17	0	2018-12-06
2566	P018	1018566399	2018-10-01	70.43	0	2018-11-09
2566	P018	1218566399	2018-12-01	280.57	0	2018-12-29
2566	P018	0119566399	2019-01-01	1217.59	0	2019-02-16
2566	P018	0219566399	2019-02-01	1593.06	0	2019-03-24
2566	P018	0319566399	2019-03-01	1775.02	0	2019-04-15
2566	P018	1017566399	2017-10-01	0.04	0	2017-11-06
2566	P018	1117566399	2017-11-01	0.05	0	2017-12-06
2566	P018	1217566399	2017-12-01	0.06	0	2017-12-15
2566	P018	0118566399	2018-01-01	1.16	0	2018-02-16
2566	P018	0218566399	2018-02-01	0.77	0	2018-03-15
2566	P018	0318566399	2018-03-01	0.74	0	2018-04-18
2566	P018	0418566399	2018-04-01	0.71	0	2018-05-17
2566	P018	0518566399	2018-05-01	0.89	0	2018-06-01
2566	P018	0618566399	2018-06-01	1.31	0	2018-07-13
2566	P018	0718566399	2018-07-01	6.96	0	2018-09-01
2566	P067	0319566401	2019-03-01	1725.23	1725.2	2019-04-15
2566	P068	0119566402	2019-01-01	1209.44	0	2019-02-16
2566	P068	0219566402	2019-02-01	1592.19	0	2019-03-24
2566	P068	0319566402	2019-03-01	1725.23	0	2019-04-15
2566	P069	0818566403	2018-08-01	16.23	0	2018-09-14
2566	P069	0918566403	2018-09-01	30.12	0	2018-10-05
2566	P069	1118566403	2018-11-01	141.17	0	2018-12-06
2566	P069	1018566403	2018-10-01	70.43	0	2018-11-09
2566	P069	1218566403	2018-12-01	280.57	0	2018-12-29
2566	P069	0119566403	2019-01-01	1217.59	0	2019-02-16
2566	P069	0219566403	2019-02-01	1593.06	0	2019-03-24
2566	P069	0319566403	2019-03-01	1775.02	0	2019-04-15
2566	P069	0817566403	2017-08-01	0.03	0	2017-09-07
2566	P069	0917566403	2017-09-01	0.03	0	2017-10-05
2566	P069	1017566403	2017-10-01	0.04	0	2017-11-06
2566	P069	1117566403	2017-11-01	0.05	0	2017-12-06
2566	P069	1217566403	2017-12-01	0.06	0	2017-12-15
2566	P069	0118566403	2018-01-01	1.16	0	2018-02-16
2566	P069	0218566403	2018-02-01	0.79	0	2018-03-15
2566	P069	0318566403	2018-03-01	0.74	0	2018-04-18
2566	P069	0418566403	2018-04-01	0.71	0	2018-05-17
2566	P069	0518566403	2018-05-01	0.89	0	2018-06-01
2566	P069	0618566403	2018-06-01	1.31	0	2018-07-13
2566	P069	0718566403	2018-07-01	6.96	0	2018-09-01
2566	P070	0818566404	2018-08-01	16.23	0	2018-09-14
2566	P070	0918566404	2018-09-01	30.12	0	2018-10-05
2566	P070	1118566404	2018-11-01	141.17	0	2018-12-06
2566	P070	1018566404	2018-10-01	70.43	0	2018-11-09
2566	P070	1218566404	2018-12-01	280.57	0	2018-12-29
2566	P070	0119566404	2019-01-01	1217.59	0	2019-02-16
2566	P070	0219566404	2019-02-01	1593.06	0	2019-03-24
2566	P070	0319566404	2019-03-01	1775.02	0	2019-04-15
2566	P070	0817566404	2017-08-01	0.03	0	2017-09-07
2566	P070	0917566404	2017-09-01	0.03	0	2017-10-05
2566	P070	1017566404	2017-10-01	0.04	0	2017-11-06
2566	P070	1117566404	2017-11-01	0.05	0	2017-12-06
2566	P070	1217566404	2017-12-01	0.06	0	2017-12-15
2566	P070	0118566404	2018-01-01	1.16	0	2018-02-16
2566	P070	0218566404	2018-02-01	0.79	0	2018-03-15
2566	P070	0318566404	2018-03-01	0.74	0	2018-04-18
2566	P070	0418566404	2018-04-01	0.71	0	2018-05-17
2566	P070	0518566404	2018-05-01	0.89	0	2018-06-01
2566	P070	0618566404	2018-06-01	1.31	0	2018-07-13
2566	P070	0718566404	2018-07-01	6.96	0	2018-09-01
2566	P071	1118566405	2018-11-01	139.26	0	2018-12-06
2566	P071	1018566405	2018-10-01	69.56	0	2018-11-09
2566	P071	1218566405	2018-12-01	276.57	0	2018-12-29
2566	P071	0119566405	2019-01-01	1209.44	0	2019-02-16
2566	P071	0219566405	2019-02-01	1592.18	0	2019-03-24
2566	P071	0319566405	2019-03-01	1774.15	0	2019-04-15
2566	P072	0119566406	2019-01-01	1209.44	0	2019-02-16
2566	P072	0219566406	2019-02-01	1566.77	0	2019-03-24
2566	P072	0319566406	2019-03-01	1725.23	0	2019-04-15
2566	P080	0319566409	2019-03-01	1773.1	0	2019-04-15
2566	P086	0319566410	2019-03-01	1725.23	0	2019-04-15
2566	P087	0219566411	2019-02-01	1566.77	0	2019-03-24
2566	P087	0319566411	2019-03-01	1725.23	0	2019-04-15
2566	P088	0219566413	2019-02-01	1566.77	0	2019-03-24
2566	P088	0319566413	2019-03-01	1725.23	0	2019-04-15
2566	P089	1118566414	2018-11-01	139.26	0	2018-12-06
2566	P089	1218566414	2018-12-01	276.57	0	2018-12-29
2566	P089	0119566414	2019-01-01	1209.44	0	2019-02-16
2566	P089	0219566414	2019-02-01	1566.77	0	2019-03-24
2566	P089	0319566414	2019-03-01	1773.11	0	2019-04-15
2566	P091	0818566416	2018-08-01	16.05	0	2018-09-14
2566	P091	0918566416	2018-09-01	30.07	0	2018-10-05
2566	P091	1118566416	2018-11-01	141.12	0	2018-12-06
2566	P091	1018566416	2018-10-01	70.38	0	2018-11-09
2566	P091	1218566416	2018-12-01	280.52	0	2018-12-29
2566	P091	0119566416	2019-01-01	1217.54	0	2019-02-16
2566	P091	0219566416	2019-02-01	1593.01	0	2019-03-24
2566	P091	0319566416	2019-03-01	1774.97	0	2019-04-15
2566	P091	0518566416	2018-05-01	0.84	0	2018-06-01
2566	P091	0618566416	2018-06-01	1.24	0	2018-07-13
2566	P091	0718566416	2018-07-01	6.88	0	2018-09-01
2566	P092	0219566417	2019-02-01	1566.77	0	2019-03-24
2566	P092	0319566417	2019-03-01	1725.23	0	2019-04-15
2566	P101	1118566420	2018-11-01	139.26	0	2018-12-06
2566	P101	1018566420	2018-10-01	69.56	0	2018-11-09
2566	P101	1218566420	2018-12-01	276.57	0	2018-12-29
2566	P101	0119566420	2019-01-01	1209.44	0	2019-02-16
2566	P101	0219566420	2019-02-01	1592.19	0	2019-03-24
2566	P101	0319566420	2019-03-01	1774.15	0	2019-04-15
2566	P1011	0219566392	2019-02-01	3133.49	0	2019-03-24
2566	P1011	0319566392	2019-03-01	3450.42	0	2019-04-15
2566	P115	0219566424	2019-02-01	1566.77	0	2019-03-24
2566	P115	0319566424	2019-03-01	1725.23	0	2019-04-15
2566	P116	0818566425	2018-08-01	16.05	0	2018-09-14
2566	P116	0918566425	2018-09-01	29.7	0	2018-10-05
2566	P116	1118566425	2018-11-01	141.11	0	2018-12-06
2566	P116	1018566425	2018-10-01	70.36	0	2018-11-09
2566	P116	1218566425	2018-12-01	280.51	0	2018-12-29
2566	P116	0119566425	2019-01-01	1217.52	0	2019-02-16
2566	P116	0219566425	2019-02-01	1593	0	2019-03-24
2566	P116	0319566425	2019-03-01	1774.96	0	2019-04-15
2566	P116	0618566425	2018-06-01	1.24	0	2018-07-13
2566	P116	0718566425	2018-07-01	6.88	0	2018-09-01
2566	P144	0319566433	2019-03-01	1725.23	0	2019-04-15
2566	P146	0219566434	2019-02-01	1566.77	0	2019-03-24
2566	P146	0319566434	2019-03-01	1725.23	0	2019-04-15
2566	P165	0219566435	2019-02-01	1592.87	0	2019-03-24
2566	P165	0319566435	2019-03-01	1725.23	0	2019-04-15
2566	P182	1118566438	2018-11-01	139.26	0	2018-12-06
2566	P182	1018566438	2018-10-01	69.56	0	2018-11-09
2566	P182	1218566438	2018-12-01	276.57	0	2018-12-29
2566	P182	0119566438	2019-01-01	1209.44	0	2019-02-16
2566	P182	0219566438	2019-02-01	1592.19	0	2019-03-24
2566	P182	0319566438	2019-03-01	1774.15	0	2019-04-15
2566	P204	0319566440	2019-03-01	1725.23	0	2019-04-15
2566	P207	0219566443	2019-02-01	1566.77	0.95	2019-03-24
2566	P207	0319566443	2019-03-01	1725.23	0	2019-04-15
2566	P208	0219566444	2019-02-01	1566.77	0	2019-03-24
2566	P208	0319566444	2019-03-01	1725.23	0	2019-04-15
2566	P209	0818566445	2018-08-01	16.21	0	2018-09-14
2566	P209	0918566445	2018-09-01	29.7	0	2018-10-05
2566	P209	1118566445	2018-11-01	141.08	0	2018-12-06
2566	P209	1018566445	2018-10-01	70.34	0	2018-11-09
2566	P209	1218566445	2018-12-01	280.48	0	2018-12-29
2566	P209	0119566445	2019-01-01	1217.5	0	2019-02-16
2566	P209	0219566445	2019-02-01	1592.97	0	2019-03-24
2566	P209	0319566445	2019-03-01	1774.93	0	2019-04-15
2566	P209	0618566445	2018-06-01	1.28	1.27	2018-07-13
2566	P209	0718566445	2018-07-01	6.88	0	2018-09-01
2566	P213	1218566449	2018-12-01	276.57	0	2018-12-29
2566	P213	0119566449	2019-01-01	1209.44	0	2019-02-16
2566	P213	0219566449	2019-02-01	1566.77	0	2019-03-24
2566	P213	0319566449	2019-03-01	1725.23	0	2019-04-15
2566	P214	1218566450	2018-12-01	276.57	0	2018-12-29
2566	P214	0119566450	2019-01-01	1209.44	0	2019-02-16
2566	P214	0219566450	2019-02-01	1566.77	0	2019-03-24
2566	P214	0319566450	2019-03-01	1725.23	0	2019-04-15
2566	P216	0818566452	2018-08-01	16.21	0	2018-09-14
2566	P216	0918566452	2018-09-01	30.1	0	2018-10-05
2566	P216	1118566452	2018-11-01	141.15	0	2018-12-06
2566	P216	1018566452	2018-10-01	70.41	0	2018-11-09
2566	P216	1218566452	2018-12-01	280.55	0	2018-12-29
2566	P216	0119566452	2019-01-01	1217.57	0	2019-02-16
2566	P216	0219566452	2019-02-01	1593.04	0	2019-03-24
2566	P216	0319566452	2019-03-01	1775	0	2019-04-15
2566	P216	0616566452	2016-06-01	0.01	0	2016-07-08
2566	P216	0816566452	2016-08-01	0.01	0	2016-09-09
2566	P216	0916566452	2016-09-01	0.01	0	2016-10-06
2566	P216	1116566452	2016-11-01	0.01	0	2016-12-09
2566	P216	1016566452	2016-10-01	0.01	0	2016-11-14
2566	P216	1216566452	2016-12-01	0.01	0	2016-12-15
2566	P216	0117566452	2017-01-01	0.01	0	2017-01-31
2566	P216	0217566452	2017-02-01	0.01	0	2017-03-07
2566	P216	0317566452	2017-03-01	0.01	0	2017-03-24
2566	P216	0417566452	2017-04-01	0.02	0	2017-04-27
2566	P216	0517566452	2017-05-01	0.02	0	2017-06-06
2566	P216	0617566452	2017-06-01	0.02	0	2017-07-03
2566	P216	0717566452	2017-07-01	0.03	0	2017-08-04
2566	P216	0817566452	2017-08-01	0.03	0	2017-09-07
2566	P216	0917566452	2017-09-01	0.03	0	2017-10-05
2566	P216	1017566452	2017-10-01	0.05	0	2017-11-06
2566	P216	1117566452	2017-11-01	0.06	0	2017-12-06
2566	P216	1217566452	2017-12-01	0.06	0	2017-12-15
2566	P216	0118566452	2018-01-01	1.16	0	2018-02-16
2566	P216	0218566452	2018-02-01	0.27	0	2018-03-15
2566	P216	0418566452	2018-04-01	0.69	0	2018-05-17
2566	P216	0518566452	2018-05-01	0.87	0	2018-06-01
2566	P216	0618566452	2018-06-01	1.29	0	2018-07-13
2566	P216	0718566452	2018-07-01	6.94	0	2018-09-01
2566	P230	0319566453	2019-03-01	1725.23	0	2019-04-15
2566	P231	0119566454	2019-01-01	1209.44	0	2019-02-16
2566	P231	0219566454	2019-02-01	1566.77	0	2019-03-24
2566	P231	0319566454	2019-03-01	1725.23	0	2019-04-15
2566	P232	0818566455	2018-08-01	16.21	0	2018-09-14
2566	P232	0918566455	2018-09-01	30.1	0	2018-10-05
2566	P232	1118566455	2018-11-01	141.15	0	2018-12-06
2566	P232	1018566455	2018-10-01	70.41	0	2018-11-09
2566	P232	1218566455	2018-12-01	280.55	0	2018-12-29
2566	P232	0119566455	2019-01-01	1217.57	0	2019-02-16
2566	P232	0219566455	2019-02-01	1593.04	0	2019-03-24
2566	P232	0319566455	2019-03-01	1775	0	2019-04-15
2566	P232	0218566455	2018-02-01	0.77	0	2018-03-15
2566	P232	0318566455	2018-03-01	0.71	0	2018-04-18
2566	P232	0418566455	2018-04-01	0.67	0	2018-05-17
2566	P232	0518566455	2018-05-01	0.84	0	2018-06-01
2566	P232	0618566455	2018-06-01	1.29	0	2018-07-13
2566	P232	0718566455	2018-07-01	6.88	0	2018-09-01
2566	P233	0119566456	2019-01-01	1209.44	0	2019-02-16
2566	P233	0219566456	2019-02-01	1566.77	0	2019-03-24
2566	P233	0319566456	2019-03-01	1725.23	0	2019-04-15
2566	P234	0818566457	2018-08-01	16.05	0	2018-09-14
2566	P234	0918566457	2018-09-01	29.7	0	2018-10-05
2566	P234	1118566457	2018-11-01	141.11	0	2018-12-06
2566	P234	1018566457	2018-10-01	70.36	0	2018-11-09
2566	P234	1218566457	2018-12-01	280.51	0	2018-12-29
2566	P234	0119566457	2019-01-01	1217.52	0	2019-02-16
2566	P234	0219566457	2019-02-01	1593	0	2019-03-24
2566	P234	0319566457	2019-03-01	1774.96	0	2019-04-15
2566	P234	0618566457	2018-06-01	1.24	0	2018-07-13
2566	P234	0718566457	2018-07-01	6.88	0	2018-09-01
2566	P235	0818566458	2018-08-01	16.05	0	2018-09-14
2566	P235	0918566458	2018-09-01	29.7	0	2018-10-05
2566	P235	1118566458	2018-11-01	141.11	0	2018-12-06
2566	P235	1018566458	2018-10-01	70.36	0	2018-11-09
2566	P235	1218566458	2018-12-01	280.51	0	2018-12-29
2566	P235	0119566458	2019-01-01	1217.52	0	2019-02-16
2566	P235	0219566458	2019-02-01	1593	0	2019-03-24
2566	P235	0319566458	2019-03-01	1774.96	0	2019-04-15
2566	P235	0618566458	2018-06-01	1.24	0	2018-07-13
2566	P235	0718566458	2018-07-01	6.88	0	2018-09-01
2566	P236	0119566459	2019-01-01	1209.44	0	2019-02-16
2566	P236	0219566459	2019-02-01	1566.77	0	2019-03-24
2566	P236	0319566459	2019-03-01	1725.23	0	2019-04-15
2566	P237	1118566460	2018-11-01	282.26	0	2018-12-06
2566	P237	1018566460	2018-10-01	140.72	0	2018-11-09
2566	P237	1218566460	2018-12-01	561.04	0	2018-12-29
2566	P237	0119566460	2019-01-01	2435.06	0	2019-02-16
2566	P237	0219566460	2019-02-01	3185.94	0	2019-03-24
2566	P237	0319566460	2019-03-01	3549.87	0	2019-04-15
2566	P2489	1118566463	2018-11-01	141.15	0	2018-12-06
2566	P2489	1018566463	2018-10-01	70.41	0	2018-11-09
2566	P2489	1218566463	2018-12-01	280.55	0	2018-12-29
2566	P2489	0119566463	2019-01-01	1209.44	0	2019-02-16
2566	P2489	0219566463	2019-02-01	1592.18	0	2019-03-24
2566	P2489	0319566463	2019-03-01	1774.15	0	2019-04-15
2566	P258	0818566464	2018-08-01	16.05	0	2018-09-14
2566	P258	0918566464	2018-09-01	29.7	0	2018-10-05
2566	P258	1118566464	2018-11-01	141.08	0	2018-12-06
2566	P258	1018566464	2018-10-01	70.34	0	2018-11-09
2566	P258	1218566464	2018-12-01	280.48	0	2018-12-29
2566	P258	0119566464	2019-01-01	1217.5	0	2019-02-16
2566	P258	0219566464	2019-02-01	1592.97	0	2019-03-24
2566	P258	0319566464	2019-03-01	1774.93	0	2019-04-15
2566	P258	0718566464	2018-07-01	6.88	0	2018-09-01
2566	P259	0219566465	2019-02-01	1566.77	0	2019-03-24
2566	P259	0319566465	2019-03-01	1725.23	0	2019-04-15
2566	P260	1218566466	2018-12-01	276.57	0	2018-12-29
2566	P260	0119566466	2019-01-01	1209.44	0	2019-02-16
2566	P260	0219566466	2019-02-01	1566.77	0	2019-03-24
2566	P260	0319566466	2019-03-01	1725.23	0	2019-04-15
2566	P261	0319566467	2019-03-01	1725.23	0	2019-04-15
2566	P262	0319566468	2019-03-01	1725.23	0	2019-04-15
2566	P263	0219566469	2019-02-01	1566.77	0	2019-03-24
2566	P263	0319566469	2019-03-01	1725.23	0	2019-04-15
2566	P264	0818566470	2018-08-01	16.05	0	2018-09-14
2566	P264	0918566470	2018-09-01	29.7	0	2018-10-05
2566	P264	1118566470	2018-11-01	141.09	0	2018-12-06
2566	P264	1018566470	2018-10-01	70.34	0	2018-11-09
2566	P264	1218566470	2018-12-01	280.49	0	2018-12-29
2566	P264	0119566470	2019-01-01	1217.51	0	2019-02-16
2566	P264	0219566470	2019-02-01	1592.98	0	2019-03-24
2566	P264	0319566470	2019-03-01	1774.94	0	2019-04-15
2566	P264	0718566470	2018-07-01	6.88	0	2018-09-01
2566	P266	0818566472	2018-08-01	16.2	0	2018-09-14
2566	P266	0918566472	2018-09-01	30.09	0	2018-10-05
2566	P266	1118566472	2018-11-01	141.14	0	2018-12-06
2566	P266	1018566472	2018-10-01	70.4	0	2018-11-09
2566	P266	1218566472	2018-12-01	280.54	0	2018-12-29
2566	P266	0119566472	2019-01-01	1217.56	0	2019-02-16
2566	P266	0219566472	2019-02-01	1593.03	0	2019-03-24
2566	P266	0319566472	2019-03-01	1774.99	0	2019-04-15
2566	P266	0118566472	2018-01-01	1.16	0.24	2018-02-16
2566	P266	0218566472	2018-02-01	0.25	0	2018-03-15
2566	P266	0418566472	2018-04-01	0.67	0	2018-05-17
2566	P266	0518566472	2018-05-01	0.84	0	2018-06-01
2566	P266	0618566472	2018-06-01	1.28	0	2018-07-13
2566	P266	0718566472	2018-07-01	6.88	0	2018-09-01
2566	P267	0219566473	2019-02-01	1566.77	0.66	2019-03-24
2566	P267	0319566473	2019-03-01	1725.23	0	2019-04-15
2566	P268	0319566474	2019-03-01	1725.23	0	2019-04-15
2566	P269	0319566475	2019-03-01	1725.23	0	2019-04-15
2566	P270	0119566476	2019-01-01	1209.44	0	2019-02-16
2566	P270	0219566476	2019-02-01	1566.77	0	2019-03-24
2566	P270	0319566476	2019-03-01	1725.23	0	2019-04-15
2566	P271	0319566477	2019-03-01	3450.42	0	2019-04-15
2566	P288	0319566478	2019-03-01	1725.23	0	2019-04-15
2566	P303	0319566481	2019-03-01	3450.42	0	2019-04-15
2566	P304	0319566482	2019-03-01	1725.23	0.87	2019-04-15
2566	P3423	0119566484	2019-01-01	2418.89	2001.2	2019-02-16
2566	P3423	0219566484	2019-02-01	3184.32	0	2019-03-24
2566	P3423	0319566484	2019-03-01	3450.42	0	2019-04-15
2566	P366	0119566485	2019-01-01	1209.44	1000.62	2019-02-16
2566	P366	0219566485	2019-02-01	1592.19	0	2019-03-24
2566	P366	0319566485	2019-03-01	1725.23	0	2019-04-15
2566	P387	0219566486	2019-02-01	1566.77	0.79	2019-03-24
2566	P387	0319566486	2019-03-01	1725.23	0	2019-04-15
2566	P449	1218566489	2018-12-01	276.57	0	2018-12-29
2566	P449	0119566489	2019-01-01	1209.44	0	2019-02-16
2566	P449	0219566489	2019-02-01	1566.77	0	2019-03-24
2566	P449	0319566489	2019-03-01	1725.23	0	2019-04-15
2566	P451	0319566491	2019-03-01	1725.23	0	2019-04-15
2566	P453	0219566427	2019-02-01	1566.77	13.58	2019-03-24
2566	P453	0319566427	2019-03-01	1725.23	0	2019-04-15
2566	P454	0219566428	2019-02-01	1566.77	0	2019-03-24
2566	P454	0319566428	2019-03-01	1725.23	0	2019-04-15
2566	P457	1018566431	2018-10-01	69.56	0	2018-11-09
2566	P457	1118566431	2018-11-01	139.26	0	2018-12-06
2566	P457	1218566431	2018-12-01	276.57	0	2018-12-29
2566	P457	0119566431	2019-01-01	1209.44	0	2019-02-16
2566	P457	0219566431	2019-02-01	1592.18	0	2019-03-24
2566	P457	0319566431	2019-03-01	1774.15	0	2019-04-15
2568	0011	0219568046	2019-02-01	1360.29	0	2019-03-01
2568	0015	0319568050	2019-03-01	1407.6	0	2019-04-08
2568	0016	0918568051	2018-09-01	49.34	0	2018-10-06
2568	0016	1018568051	2018-10-01	341.24	0	2018-11-06
2568	0016	0718568051	2018-07-01	3.41	0	2018-08-04
2568	0016	0818568051	2018-08-01	10.04	0	2018-09-01
2568	0016	0218568051	2018-02-01	0.48	0	2018-03-05
2568	0016	1118568051	2018-11-01	346.34	0	2018-12-05
2568	0016	1218568051	2018-12-01	531.44	0	2018-12-19
2568	0016	0119568051	2019-01-01	1547.6	0	2019-02-05
2568	0016	0219568051	2019-02-01	1780.09	0	2019-03-01
2568	0016	0319568051	2019-03-01	1866.63	0	2019-04-08
2568	0016	0318568051	2018-03-01	0.55	0	2018-04-08
2568	0016	0418568051	2018-04-01	0.56	0	2018-05-08
2568	0016	0518568051	2018-05-01	0.93	0	2018-06-01
2568	0016	1117568051	2017-11-01	0.22	0.11	2017-12-06
2568	0016	1217568051	2017-12-01	0.22	0	2017-12-13
2568	0016	0118568051	2018-01-01	0.48	0	2018-02-06
2568	0016	0618568051	2018-06-01	1.86	0	2018-07-05
2568	0019	1118568054	2018-11-01	480.77	0	2018-12-05
2568	LOCB	1218568056	2018-12-01	565.46	0	2018-12-19
2568	LOCB	0119568056	2019-01-01	1661.48	0	2019-02-05
2568	LOCB	0219568056	2019-02-01	1889.3	0	2019-03-01
2568	LOCB	0319568056	2019-03-01	1955.01	0	2019-04-08
2569	A012	0419569040	2019-04-01	16848.33	0	2019-04-15
2569	A013	1018569041	2018-10-01	737.32	1.22	2018-10-17
2569	A013	1118569041	2018-11-01	1572.73	0	2018-11-06
2569	A013	1218569041	2018-12-01	2344	0	2018-12-08
2569	A013	0119569041	2019-01-01	5930.9	0	2019-02-01
2569	A013	0219569041	2019-02-01	9846.87	0	2019-02-18
2569	A013	0319569041	2019-03-01	15942.28	0	2019-03-15
2569	A013	0419569041	2019-04-01	17385.96	0	2019-04-15
2569	A014	0418569042	2018-04-01	6.95	6.95	2018-04-11
2569	A014	0918569042	2018-09-01	261.01	0	2018-09-14
2569	A014	1018569042	2018-10-01	737.32	0	2018-10-17
2569	A014	1118569042	2018-11-01	1587.7	0	2018-11-06
2569	A014	1218569042	2018-12-01	2382.56	0	2018-12-08
2569	A014	0119569042	2019-01-01	5934.83	0	2019-02-01
2569	A014	0219569042	2019-02-01	9850.81	0	2019-02-18
2569	A014	0319569042	2019-03-01	15946.21	0	2019-03-15
2569	A014	0419569042	2019-04-01	17389.89	0	2019-04-15
2569	A023	0319569045	2019-03-01	15639.24	0	2019-03-15
2569	A023	0419569045	2019-04-01	16848.33	0	2019-04-15
2569	A031	0419569047	2019-04-01	16848.33	198.07	2019-04-15
2569	A034	0319569050	2019-03-01	15639.24	49.72	2019-03-15
2569	A034	0419569050	2019-04-01	16848.33	0	2019-04-15
2569	A041	0419569051	2019-04-01	16848.33	0	2019-04-15
2569	A044	0219569054	2019-02-01	9851.41	9850.69	2019-02-18
2569	A044	0319569054	2019-03-01	15946.81	0	2019-03-15
2569	A044	0419569054	2019-04-01	16848.33	0	2019-04-15
2569	A052	0319569056	2019-03-01	15639.24	2382.58	2019-03-15
2569	A052	0419569056	2019-04-01	16848.33	0	2019-04-15
2569	A053	0319569057	2019-03-01	15639.24	0	2019-03-15
2569	A053	0419569057	2019-04-01	16848.33	0	2019-04-15
2569	A054	0419569058	2019-04-01	16848.33	0	2019-04-15
2569	A061	0219569059	2019-02-01	9689.17	5787.07	2019-02-18
2569	A061	0319569059	2019-03-01	15639.24	0	2019-03-15
2569	A061	0419569059	2019-04-01	16848.33	0	2019-04-15
2569	A062	0319569060	2019-03-01	15931.24	1.33	2019-03-15
2569	A062	0419569060	2019-04-01	17374.92	0	2019-04-15
2569	A063	1218569061	2018-12-01	2344	0	2018-12-08
2569	A063	0119569061	2019-01-01	5861.11	0	2019-02-01
2569	A063	0219569061	2019-02-01	9689.17	0	2019-02-18
2569	A063	0319569061	2019-03-01	15907.65	0	2019-03-15
2569	A063	0419569061	2019-04-01	17351.33	0	2019-04-15
2569	A071	0319569063	2019-03-01	15639.24	0.88	2019-03-15
2569	A071	0419569063	2019-04-01	16848.33	0	2019-04-15
2569	A072	0319569064	2019-03-01	15639.24	5539.32	2019-03-15
2569	A072	0419569064	2019-04-01	16848.33	0	2019-04-15
2569	A073	0319569065	2019-03-01	15639.24	0	2019-03-15
2569	A073	0419569065	2019-04-01	16848.33	0	2019-04-15
2569	A081	0219569067	2019-02-01	9689.17	0	2019-02-18
2569	A081	0319569067	2019-03-01	15639.24	0	2019-03-15
2569	A081	0419569067	2019-04-01	16848.33	0	2019-04-15
2569	A082	0419569068	2019-04-01	16848.33	0	2019-04-15
2569	A083	1018569069	2018-10-01	737.32	0	2018-10-17
2569	A083	0918569069	2018-09-01	261.01	0	2018-09-14
2569	A083	1118569069	2018-11-01	1572.73	0	2018-11-06
2569	A083	1218569069	2018-12-01	2382.56	0	2018-12-08
2569	A083	0119569069	2019-01-01	5934.83	0	2019-02-01
2569	A083	0219569069	2019-02-01	9850.81	0	2019-02-18
2569	A083	0319569069	2019-03-01	15946.21	0	2019-03-15
2569	A083	0419569069	2019-04-01	17389.89	0	2019-04-15
2569	A084	0419569070	2019-04-01	16848.33	0	2019-04-15
2569	A091	0419569071	2019-04-01	16848.33	0	2019-04-15
2569	A092	0319569072	2019-03-01	15639.24	0	2019-03-15
2569	A092	0419569072	2019-04-01	16848.33	0	2019-04-15
2569	A093	0419569073	2019-04-01	16848.33	9466.48	2019-04-15
2569	A094	0319569074	2019-03-01	15639.24	0	2019-03-15
2569	A094	0419569074	2019-04-01	16848.33	0	2019-04-15
2569	A102	0419569076	2019-04-01	16848.33	0	2019-04-15
2569	A103	1018569077	2018-10-01	742.52	0	2018-10-17
2569	A103	0518569077	2018-05-01	7.84	0	2018-05-07
2569	A103	0618569077	2018-06-01	10.58	0	2018-06-01
2569	A103	0718569077	2018-07-01	27.97	0	2018-07-13
2569	A103	0818569077	2018-08-01	40.48	0	2018-08-13
2569	A103	0918569077	2018-09-01	262.3	0	2018-09-14
2569	A103	1118569077	2018-11-01	1588.99	0	2018-11-06
2569	A103	1218569077	2018-12-01	2383.85	0	2018-12-08
2569	A103	0119569077	2019-01-01	5936.12	0	2019-02-01
2569	A103	0219569077	2019-02-01	9852.1	0	2019-02-18
2569	A103	0319569077	2019-03-01	15947.51	0	2019-03-15
2569	A103	0419569077	2019-04-01	17391.19	0	2019-04-15
2569	A104	0419569078	2019-04-01	16848.33	0	2019-04-15
2569	A113	1018569081	2018-10-01	737.32	0	2018-10-17
2569	A113	1118569081	2018-11-01	1572.73	0	2018-11-06
2569	A113	1218569081	2018-12-01	2344	0	2018-12-08
2569	A113	0119569081	2019-01-01	5930.92	0	2019-02-01
2569	A113	0219569081	2019-02-01	9846.89	0	2019-02-18
2569	A113	0319569081	2019-03-01	15942.3	0	2019-03-15
2569	A113	0419569081	2019-04-01	17385.98	0	2019-04-15
2569	A114	1018569082	2018-10-01	737.32	0.21	2018-10-17
2569	A114	1118569082	2018-11-01	1572.73	0	2018-11-06
2569	A114	1218569082	2018-12-01	2344	0	2018-12-08
2569	A114	0119569082	2019-01-01	5930.91	0	2019-02-01
2569	A114	0219569082	2019-02-01	9846.89	0	2019-02-18
2569	A114	0319569082	2019-03-01	15942.3	0	2019-03-15
2569	A114	0419569082	2019-04-01	17385.98	0	2019-04-15
2569	APB2	0319569036	2019-03-01	15639.24	0	2019-03-15
2569	APB2	0419569036	2019-04-01	16848.33	0	2019-04-15
2569	APB4	0319569038	2019-03-01	15639.24	0	2019-03-15
2569	APB4	0419569038	2019-04-01	16848.33	0	2019-04-15
2569	APH1	1018569079	2018-10-01	737.32	0	2018-10-17
2569	APH1	0818569079	2018-08-01	39.78	0	2018-08-13
2569	APH1	0918569079	2018-09-01	261.01	0	2018-09-14
2569	APH1	1118569079	2018-11-01	1588.3	0	2018-11-06
2569	APH1	1218569079	2018-12-01	2383.16	0	2018-12-08
